V1,n.schools,match1,matchf,check
"<a href=../../../college/schools/profile.asp?T=20036>St. John's University</a> (New York, New York)",1,St. John's,St. John's,1
"<a href=../../../college/schools/profile.asp?T=20499>Ohio University</a> (Athens, Ohio)",1,Ohio,Ohio,1
"<a href=../../../college/schools/profile.asp?T=20350>University of Georgia</a> (Athens, Georgia)",1,Georgia,Georgia,1
"<a href=../../../college/schools/profile.asp?T=20091>University of South Carolina</a> (Columbia, South Carolina)",1,South Carolina,South Carolina,1
"<a href=../../../college/schools/profile.asp?T=20048>University of Alabama</a> (Tuscaloosa, Alabama)",1,Alabama,Alabama,1
"<a href=../../../college/schools/profile.asp?T=20577>Marist College</a> (Poughkeepsie, New York), <a href=../../../college/schools/profile.asp?T=20984>Tufts University</a> (Medford, Massachusetts)",1,Marist,Marist,1
"<a href=../../../college/schools/profile.asp?T=20701>Winthrop University</a> (Rock Hill, South Carolina)",1,Winthrop,Winthrop,1
"<a href=../../../college/schools/profile.asp?T=20089>Clemson University</a> (Clemson, South Carolina)",1,Clemson,Clemson,1
"<a href=../../../college/schools/profile.asp?T=20151>University of Notre Dame</a> (South Bend, Indiana)",1,Notre Dame,Notre Dame,1
"<a href=../../../college/schools/profile.asp?T=20235>North Carolina State University</a> (Raleigh, North Carolina)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=20039>Stanford University</a> (Stanford, California)",1,Stanford,Stanford,1
"<a href=../../../college/schools/profile.asp?T=20457>University of Louisville</a> (Louisville, Kentucky)",1,Louisville,Louisville,1
"<a href=../../../college/schools/profile.asp?T=20255>University of Nevada</a> (Reno, Nevada)",1,Nevada,Nevada,1
"<a href=../../../college/schools/profile.asp?T=20376>Brigham Young University</a> (Provo, Utah)",1,Brigham Young,Brigham Young,1
"<a href=../../../college/schools/profile.asp?T=20193>University of Texas</a> (Austin, Texas), <a href=../../../college/schools/profile.asp?T=20234>San Jacinto College</a> (San Jacinto, Texas)",1,Texas,Texas,1
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma)",1,Oklahoma,Oklahoma,1
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=20323>Texarkana College</a> (Texarkana, Texas)",1,Oklahoma,Oklahoma,1
"<a href=../../../college/schools/profile.asp?T=20791>Bakersfield College</a> (Bakersfield, California), <a href=../../../college/schools/profile.asp?T=20033>Fresno State University</a> (Fresno, California)",1,Fresno State,Fresno State,3
"<a href=../../../college/schools/profile.asp?T=20452>Indiana University</a> (Bloomington, Indiana)",1,Indiana,Indiana,1
"<a href=../../../college/schools/profile.asp?T=20485>Western Carolina University</a> (Cullowhee, North Carolina)",1,Western Carolina,Western Carolina,1
"<a href=../../../college/schools/profile.asp?T=20074>Pepperdine University</a> (Malibu, California), <a href=../../../college/schools/profile.asp?T=20321>Cal State Los Angeles</a> (Los Angeles, California)",1,Pepperdine,Pepperdine,1
"<a href=../../../college/schools/profile.asp?T=20458>University of Missouri</a> (Columbia, Missouri)",1,Missouri,Missouri,1
"<a href=../../../college/schools/profile.asp?T=20094>Wake Forest University</a> (Winston-Salem, North Carolina)",1,Wake Forest,Wake Forest,1
"<a href=../../../college/schools/profile.asp?T=20115>Creighton University</a> (Omaha, Nebraska)",1,Creighton,Creighton,1
"<a href=../../../college/schools/profile.asp?T=20117>Dallas Baptist University</a> (Dallas, Texas)",1,Dallas Baptist,Dallas Baptist,1
"<a href=../../../college/schools/profile.asp?T=20180>University of Maine</a> (Orono, Maine)",1,Maine,Maine,1
"<a href=../../../college/schools/profile.asp?T=20194>University of Virginia</a> (Charlottesville, Virginia)",1,Virginia,Virginia,1
"<a href=../../../college/schools/profile.asp?T=20213>University of Maryland</a> (College Park, Maryland)",1,Maryland,Maryland,1
"<a href=../../../college/schools/profile.asp?T=20257>Harvard University</a> (Cambridge, Massachusetts)",1,Harvard,Harvard,1
"<a href=../../../college/schools/profile.asp?T=20295>Cornell University</a> (Ithaca, New York)",1,Cornell,Cornell,1
"<a href=../../../college/schools/profile.asp?T=20328>Northeastern University</a> (Boston, Massachusetts)",1,Northeastern,Northeastern,1
"<a href=../../../college/schools/profile.asp?T=20361>Brown University</a> (Providence, Rhode Island)",1,Brown,Brown,1
"<a href=../../../college/schools/profile.asp?T=20384>East Carolina University</a> (Greenville, North Carolina)",1,East Carolina,East Carolina,1
"<a href=../../../college/schools/profile.asp?T=20486>College of William and Mary</a> (Williamsburg, Virginia)",1,William and Mary,William and Mary,1
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=20004>Louisiana State University</a> (Baton Rouge, Louisiana)",1,Oklahoma,Oklahoma,1
"<a href=../../../college/schools/profile.asp?T=20223>University of Connecticut</a> (Storrs, Connecticut)",1,Connecticut,Connecticut,1
"<a href=../../../college/schools/profile.asp?T=20243>Sacramento City College</a> (Sacramento, California), <a href=../../../college/schools/profile.asp?T=20065>Loyola Marymount University</a> (Los Angeles, California)",1,Loyola Marymount,Loyola Marymount,1
"<a href=../../../college/schools/profile.asp?T=20017>University of Kentucky</a> (Lexington, Kentucky)",1,Kentucky,Kentucky,1
"<a href=../../../college/schools/profile.asp?T=20106>Cal State Northridge</a> (Northridge, California)",1,Cal State Northridge,Cal State Northridge,1
"<a href=../../../college/schools/profile.asp?T=20231>Vanderbilt University</a> (Nashville, Tennessee)",1,Vanderbilt,Vanderbilt,1
"<a href=../../../college/schools/profile.asp?T=20291>Boston College</a> (Chestnut Hill, Massachusetts)",1,Boston College,Boston College,1
"<a href=../../../college/schools/profile.asp?T=20384>East Carolina University</a> (Greenville, North Carolina), <a href=../../../college/schools/profile.asp?T=20999>Young Harris College</a> (Young Harris, Georgia)",1,East Carolina,East Carolina,1
"<a href=../../../college/schools/profile.asp?T=21866>Bryant University</a> (Smithfield, Rhode Island)",1,Bryant University,Bryant University,1
"<a href=../../../college/schools/profile.asp?T=20010>Long Beach State University</a> (Long Beach, California), <a href=../../../college/schools/profile.asp?T=20203>Mission College</a> (Santa Clara, California)",1,Long Beach State,Long Beach State,1
"<a href=../../../college/schools/profile.asp?T=20428>Southern University</a> (Baton Rouge, Louisiana)",1,Southern,Southern,1
"<a href=../../../college/schools/profile.asp?T=20799>Millersville University of Pennsylvania</a> (Millersville, Pennsylvania)",1,Pennsylvania,Pennsylvania,3
"<a href=../../../college/schools/profile.asp?T=20292>Furman University</a> (Greenville, South Carolina)",1,Furman,Furman,1
"<a href=../../../college/schools/profile.asp?T=20319>Coastal Carolina University</a> (Conway, South Carolina), <a href=../../../college/schools/profile.asp?T=21510>Judson College</a> (Elgin, Illinois)",1,Coastal Carolina,Coastal Carolina,1
"<a href=../../../college/schools/profile.asp?T=20377>Cal Poly Pomona</a> (Pomona, California)",1,Cal Poly,Cal Poly,1
"<a href=../../../college/schools/profile.asp?T=20530>Daytona State College</a> (Daytona Beach, Florida), <a href=../../../college/schools/profile.asp?T=20212>Polk State College</a> (Winter Haven, Florida), <a href=../../../college/schools/profile.asp?T=20200>University of Tampa</a> (Tampa, Florida)",1,Dayton,Dayton,3
"<a href=../../../college/schools/profile.asp?T=20059>University of South Carolina-Aiken</a> (Aiken, South Carolina)",1,South Carolina,South Carolina,1
"<a href=../../../college/schools/profile.asp?T=20196>UNLV</a> (Las Vegas, Nevada), <a href=../../../college/schools/profile.asp?T=20243>Sacramento City College</a> (Sacramento, California)",1,UNLV,UNLV,1
"<a href=../../../college/schools/profile.asp?T=20077>Temple University</a> (Philadelphia, Pennsylvania)",1,Temple,Temple,1
"<a href=../../../college/schools/profile.asp?T=20282>Florida Institute of Technology</a> (Melbourne, Florida)",1,Florida,Florida,3
"<a href=../../../college/schools/profile.asp?T=20325>University of San Francisco</a> (San Francisco, California), <a href=../../../college/schools/profile.asp?T=20533>Delta State University</a> (Cleveland, Mississippi)",1,San Francisco,San Francisco,1
"<a href=../../../college/schools/profile.asp?T=20044>West Chester University of Pennsylvania</a> (West Chester, Pennsylvania)",1,Pennsylvania,Pennsylvania,3
"<a href=../../../college/schools/profile.asp?T=20422>Shippensburg University of Pennsylvania</a> (Shippensburg, Pennsylvania)",1,Pennsylvania,Pennsylvania,3
"<a href=../../../college/schools/profile.asp?T=21224>Southern Polytechnic State University</a> (Marietta, Georgia)",1,Southern,Southern,3
"<a href=../../../college/schools/profile.asp?T=21079>Tennessee Wesleyan College</a> (Athens, Tennessee)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=22203>Southern New Hampshire University</a> (Manchester, New Hampshire)",1,Southern,Southern,3
"<a href=../../../college/schools/profile.asp?T=20404>Minnesota State University-Mankato</a> (Mankato, Minnesota)",1,Minnesota,Minnesota,3
"<a href=../../../college/schools/profile.asp?T=20173>Tulane University</a> (New Orleans, Louisiana)",1,Tulane,Tulane,1
"<a href=../../../college/schools/profile.asp?T=20982>Fairleigh Dickinson University</a> (Teaneck, New Jersey), <a href=../../../college/schools/profile.asp?T=20923>St. Thomas Aquinas College</a> (Sparkill, New York)",1,Fairleigh Dickinson,Fairleigh Dickinson,1
"<a href=../../../college/schools/profile.asp?T=20454>University of Kansas</a> (Lawrence, Kansas), <a href=../../../college/schools/profile.asp?T=20626>St. Mary's University</a> (San Antonio, Texas)",1,Kansas,Kansas,1
"<a href=../../../college/schools/profile.asp?T=22286>University of North Carolina-Pembroke</a> (Pembroke, North Carolina)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=20319>Coastal Carolina University</a> (Conway, South Carolina), <a href=../../../college/schools/profile.asp?T=20212>Polk State College</a> (Winter Haven, Florida), <a href=../../../college/schools/profile.asp?T=20994>Cumberland University</a> (Lebanon, Tennessee)",1,Coastal Carolina,Coastal Carolina,1
"<a href=../../../college/schools/profile.asp?T=20993>Concordia University</a> (Irvine, California), <a href=../../../college/schools/profile.asp?T=20136>Lamar Community College</a> (Lamar, Colorado)",1,Lamar,Lamar,3
"<a href=../../../college/schools/profile.asp?T=21991>Fresno Pacific University</a> (Fresno, California)",1,Pacific,Pacific,3
"<a href=../../../college/schools/profile.asp?T=22104>Monmouth University</a> (West Long Branch, New Jersey), <a href=../../../college/schools/profile.asp?T=20003>Ramapo College of New Jersey</a> (Mahwah, New Jersey)",1,Monmouth,Monmouth,1
"<a href=../../../college/schools/profile.asp?T=21079>Tennessee Wesleyan College</a> (Athens, Tennessee), <a href=../../../college/schools/profile.asp?T=21941>Covenant College</a> (Lookout Mountain, Georgia)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=21718>Saint Joseph's College</a> (Rensselaer, Indiana)",1,Saint Joseph's,Saint Joseph's,1
"<a href=../../../college/schools/profile.asp?T=20119>Eastern Connecticut State University</a> (Willimantic, Connecticut)",1,Connecticut,Connecticut,3
"<a href=../../../college/schools/profile.asp?T=20041>Florida International University</a> (Miami, Florida), <a href=../../../college/schools/profile.asp?T=20110>Chipola College</a> (Marianna, Florida), <a href=../../../college/schools/profile.asp?T=20624>Saint Leo University</a> (Saint Leo, Florida)",1,Florida,Florida,3
"<a href=../../../college/schools/profile.asp?T=20187>University of San Diego</a> (San Diego, California)",1,San Diego,San Diego,1
"<a href=../../../college/schools/profile.asp?T=21079>Tennessee Wesleyan College</a> (Athens, Tennessee), <a href=../../../college/schools/profile.asp?T=20668>Walters State Community College</a> (Morristown, Tennessee)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=20846>Lipscomb University</a> (Nashville, Tennessee)",1,Lipscomb,Lipscomb,1
"<a href=../../../college/schools/profile.asp?T=20366>Abilene Christian University</a> (Abilene, Texas)",1,Abilene Christian,Abilene Christian,1
"<a href=../../../college/schools/profile.asp?T=21898>Centenary College of New Jersey</a> (Hackettstown, New Jersey), <a href=../../../college/schools/profile.asp?T=20003>Ramapo College of New Jersey</a> (Mahwah, New Jersey)",1,Centenary College,Centenary College,1
"<a href=../../../college/schools/profile.asp?T=20006>University of North Carolina</a> (Chapel Hill, North Carolina), <a href=../../../college/schools/profile.asp?T=21004>Nova Southeastern University</a> (Fort Lauderdale, Florida)",1,North Carolina,North Carolina,1
"<a href=../../../college/schools/profile.asp?T=20509>Azusa Pacific University</a> (Azusa, California), <a href=../../../college/schools/profile.asp?T=20423>Sonoma State University</a> (Rohnert Park, California), <a href=../../../college/schools/profile.asp?T=20252>Yavapai College</a> (Prescott, Arizona)",1,Pacific,Pacific,3
"<a href=../../../college/schools/profile.asp?T=20276>Longwood University</a> (Farmville, Virginia), <a href=../../../college/schools/profile.asp?T=21536>Lynchburg College</a> (Lynchburg, Pennsylvania)",1,Longwood,Longwood,1
"<a href=../../../college/schools/profile.asp?T=20176>University of Evansville</a> (Evansville, Indiana), <a href=../../../college/schools/profile.asp?T=21206>Rockhurst University</a> (Kansas City, Missouri)",1,Evansville,Evansville,1
"<a href=../../../college/schools/profile.asp?T=20376>Brigham Young University</a> (Provo, Utah), <a href=../../../college/schools/profile.asp?T=20321>Cal State Los Angeles</a> (Los Angeles, California)",1,Brigham Young,Brigham Young,1
"<a href=../../../college/schools/profile.asp?T=20403>Liberty University</a> (Lynchburg, Virginia), <a href=../../../college/schools/profile.asp?T=20224>Catonsville Community College</a> (Catonsville, Maryland), <a href=../../../college/schools/profile.asp?T=21449>Frostburg State University</a> (Frostburg, Maryland)",1,Liberty,Liberty,1
"<a href=../../../college/schools/profile.asp?T=20358>University of Pittsburgh</a> (Pittsburgh, Pennsylvania)",1,Pittsburgh,Pittsburgh,1
"<a href=../../../college/schools/profile.asp?T=20877>Arizona Western College</a> (Yuma, Arizona), <a href=../../../college/schools/profile.asp?T=22050>Lee University</a> (Cleveland, Tennessee)",1,Arizona,Arizona,3
"<a href=../../../college/schools/profile.asp?T=20018>University of Memphis</a> (Memphis, Tennessee)",1,Memphis,Memphis,1
"<a href=../../../college/schools/profile.asp?T=20807>Southeastern Community College</a> (West Burlington, Iowa), <a href=../../../college/schools/profile.asp?T=21079>Tennessee Wesleyan College</a> (Athens, Tennessee), <a href=../../../college/schools/profile.asp?T=20667>Wallace Community College</a> (Dothan, Alabama)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=20163>Seminole State College of Florida</a> (Altamonte Springs, Florida)",1,Florida,Florida,3
"<a href=../../../college/schools/profile.asp?T=20144>Miami-Dade College</a> (Miami,Florida)",1,Miami,Miami,3
"<a href=../../../college/schools/profile.asp?T=20180>University of Maine</a> (Orono, Maine), <a href=../../../college/schools/profile.asp?T=20159>Rollins College</a> (Winter Park, Florida), <a href=../../../college/schools/profile.asp?T=21132>Brookdale Community College</a> (Lincroft, New Jersey)",1,Maine,Maine,1
"<a href=../../../college/schools/profile.asp?T=20462>University of Northern Colorado</a> (Greeley, Colorado)",1,Northern Colorado,Northern Colorado,1
"<a href=../../../college/schools/profile.asp?T=20241>Pacific</a> (Stockton, California), <a href=../../../college/schools/profile.asp?T=20908>Chandler-Gilbert Community College</a> (Chandler, Arizona)",1,Pacific,Pacific,1
"<a href=../../../college/schools/profile.asp?T=20033>Fresno State University</a> (Fresno, California)",1,Fresno State,Fresno State,1
"<a href=../../../college/schools/profile.asp?T=21138>Centenary College</a> (Shreveport,LA)",1,Centenary College,Centenary College,1
"<a href=../../../college/schools/profile.asp?T=20097>Rutgers University</a> (New Brunswick, New Jersey), <a href=../../../college/schools/profile.asp?T=20592>Mount Olive College</a> (Mount Olive, North Carolina)",1,Rutgers,Rutgers,1
"<a href=../../../college/schools/profile.asp?T=20835>Fairfield University</a> (Fairfield, Connecticut), <a href=../../../college/schools/profile.asp?T=20200>University of Tampa</a> (Tampa, Florida)",1,Fairfield,Fairfield,1
"<a href=../../../college/schools/profile.asp?T=21199>Ohio Dominican University</a> (Columbus, Ohio)",1,Ohio,Ohio,3
"<a href=../../../college/schools/profile.asp?T=20232>University of California-Riverside</a> (Riverside, California)",1,California,California,3
"<a href=../../../college/schools/profile.asp?T=20652>University of North Carolina at Wilmington</a> (Wilmington, North Carolina), <a href=../../../college/schools/profile.asp?T=20592>Mount Olive College</a> (Mount Olive, North Carolina)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=21731>University at Buffalo</a> (Buffalo, New York), <a href=../../../college/schools/profile.asp?T=20002>Mercyhurst College</a> (Erie, Pennsylvania)",1,University at Buffalo,University at Buffalo,1
"<a href=../../../college/schools/profile.asp?T=20106>Cal State Northridge</a> (Northridge, California), <a href=../../../college/schools/profile.asp?T=20155>Oxnard College</a> (Oxnard, California)",1,Cal State Northridge,Cal State Northridge,1
"<a href=../../../college/schools/profile.asp?T=20344>University of Arkansas</a> (Fayetteville, Arkansas)",1,Arkansas,Arkansas,1
"<a href=../../../college/schools/profile.asp?T=20242>Bradley University</a> (Peoria, Illinois)",1,Bradley,Bradley,1
"<a href=../../../college/schools/profile.asp?T=20565>Iona College</a> (New Rochelle, New York)",1,Iona College,Iona College,1
"<a href=../../../college/schools/profile.asp?T=20242>Bradley University</a> (Peoria, Illinois), <a href=../../../college/schools/profile.asp?T=20945>Des Moines Area Community College</a> (Des Moines, Iowa)",1,Bradley,Bradley,1
"<a href=../../../college/schools/profile.asp?T=21093>Canisius College</a> (Buffalo, New York)",1,Canisius College,Canisius College,1
"<a href=../../../college/schools/profile.asp?T=20396>Jackson State University</a> (Jackson, Mississippi), <a href=../../../college/schools/profile.asp?T=20941>Bevill State Community College-Fayette</a> (North Fayette, Alabama)",1,Jackson State,Jackson State,1
"<a href=../../../college/schools/profile.asp?T=21079>Tennessee Wesleyan College</a> (Athens, Tennessee), <a href=../../../college/schools/profile.asp?T=21314>College of the Albemarle</a> (Elizabeth City, North Carolina)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=20296>Santa Clara University</a> (Santa Clara, California)",1,Santa Clara,Santa Clara,1
"<a href=../../../college/schools/profile.asp?T=20229>Golden West College</a> (Huntington Beach, California), <a href=../../../college/schools/profile.asp?T=20100>Cal State Fullerton</a> (Fullerton, California)",1,Cal State Fullerton,Cal State Fullerton,1
"<a href=../../../college/schools/profile.asp?T=20235>North Carolina State University</a> (Raleigh, North Carolina), <a href=../../../college/schools/profile.asp?T=20908>Chandler-Gilbert Community College</a> (Chandler, Arizona)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=21731>University at Buffalo</a> (Buffalo, New York)",1,University at Buffalo,University at Buffalo,1
"<a href=../../../college/schools/profile.asp?T=20185>University of Pennsylvania</a> (Philadelphia, Pennsylvania)",1,Pennsylvania,Pennsylvania,1
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=20957>Oklahoma Christian University</a> (Edmond, Oklahoma)",1,Oklahoma,Oklahoma,1
"<a href=../../../college/schools/profile.asp?T=20280>Bowling Green State University</a> (Bowling Green, Ohio)",1,Bowling Green State,Bowling Green State,1
"<a href=../../../college/schools/profile.asp?T=20314>Yale University</a> (New Haven, Connecticut)",1,Yale,Yale,1
"<a href=../../../college/schools/profile.asp?T=20288>Quinnipiac University</a> (Hamden, Connecticut)",1,Quinnipiac,Quinnipiac,1
"<a href=../../../college/schools/profile.asp?T=21239>Wenatchee Valley Community College</a> (Wenatchee, Washington), <a href=../../../college/schools/profile.asp?T=20405>Colorado Mesa University</a> (Grand Junction, Colorado), <a href=../../../college/schools/profile.asp?T=20366>Abilene Christian University</a> (Abilene, Texas)",1,Abilene Christian,Abilene Christian,1
"<a href=../../../college/schools/profile.asp?T=21014>College of Charleston</a> (Charleston, South Carolina)",1,College of Charleston,College of Charleston,1
"<a href=../../../college/schools/profile.asp?T=20506>Xavier University</a> (Cincinnati, Ohio)",1,Xavier,Xavier,1
"<a href=../../../college/schools/profile.asp?T=20186>University of Portland</a> (Portland, Oregon)",1,Portland,Portland,1
"<a href=../../../college/schools/profile.asp?T=20880>Campbell University</a> (Buies Creek, North Carolina)",1,Campbell,Campbell,1
"<a href=../../../college/schools/profile.asp?T=20631>Stony Brook University</a> (Stony Brook, New York)",1,Stony Brook,Stony Brook,1
"<a href=../../../college/schools/profile.asp?T=20176>University of Evansville</a> (Evansville, Indiana)",1,Evansville,Evansville,1
"<a href=../../../college/schools/profile.asp?T=20880>Campbell University</a> (Buies Creek, North Carolina), <a href=../../../college/schools/profile.asp?T=20882>Pitt Community College</a> (Greenville, North Carolina), <a href=../../../college/schools/profile.asp?T=20922>Francis Marion University</a> (Florence, South Carolina)",1,Campbell,Campbell,1
"<a href=../../../college/schools/profile.asp?T=20835>Fairfield University</a> (Fairfield, Connecticut)",1,Fairfield,Fairfield,1
"<a href=../../../college/schools/profile.asp?T=20896>University of Dayton</a> (Dayton, Ohio)",1,Dayton,Dayton,1
"<a href=../../../college/schools/profile.asp?T=20525>Columbus State University</a> (Columbus, Georgia), <a href=../../../college/schools/profile.asp?T=20622>Southern Union State Community College</a> (Wadley, Alabama)",1,Southern,Southern,3
"<a href=../../../college/schools/profile.asp?T=20347>University of Vermont</a> (Burlington, Vermont), <a href=../../../college/schools/profile.asp?T=20181>University of Massachusetts</a> (Amherst, Massachusetts)",1,Massachusetts,Massachusetts,1
"<a href=../../../college/schools/profile.asp?T=21388>Chicago State University</a> (Chicago, Illinois), <a href=../../../college/schools/profile.asp?T=20212>Polk State College</a> (Winter Haven, Florida)",1,Chicago State,Chicago State,1
"<a href=../../../college/schools/profile.asp?T=20165>Seton Hall University</a> (South Orange, New Jersey)",1,Seton Hall,Seton Hall,1
"<a href=../../../college/schools/profile.asp?T=20606>Radford University</a> (Radford, Virginia)",1,Radford,Radford,1
"<a href=../../../college/schools/profile.asp?T=20193>University of Texas</a> (Austin, Texas), <a href=../../../college/schools/profile.asp?T=20096>Lewis-Clark State College</a> (Lewiston, Idaho)",1,Texas,Texas,1
"<a href=../../../college/schools/profile.asp?T=20251>Miami University</a> (Oxford, Ohio)",1,Miami,Miami,1
"<a href=../../../college/schools/profile.asp?T=20784>New Mexico Highlands University</a> (Las Vegas, New Mexico), <a href=../../../college/schools/profile.asp?T=21021>Feather River College</a> (Quincy, California)",1,New Mexico,New Mexico,3
"<a href=../../../college/schools/profile.asp?T=20599>Oklahoma City University</a> (Oklahoma City, Oklahoma)",1,Oklahoma,Oklahoma,3
"<a href=../../../college/schools/profile.asp?T=20033>Fresno State University</a> (Fresno, California), <a href=../../../college/schools/profile.asp?T=20155>Oxnard College</a> (Oxnard, California)",1,Fresno State,Fresno State,1
"<a href=../../../college/schools/profile.asp?T=20913>California Lutheran University</a> (Thousand Oaks, California)",1,California,California,3
"<a href=../../../college/schools/profile.asp?T=20529>Davidson College</a> (Davidson, North Carolina)",1,Davidson College,Davidson College,1
"<a href=../../../college/schools/profile.asp?T=20059>University of South Carolina-Aiken</a> (Aiken, South Carolina), <a href=../../../college/schools/profile.asp?T=21768>University of South Carolina-Salkehatchie</a> (Waterboro, South Carolina)",1,South Carolina,South Carolina,3
"<a href=../../../college/schools/profile.asp?T=20004>Louisiana State University</a> (Baton Rouge, Louisiana), <a href=../../../college/schools/profile.asp?T=20205>State College of Florida Manatee-Sarasota</a> (Bradenton, Florida)",1,LSU,Florida,1
"<a href=../../../college/schools/profile.asp?T=20241>Pacific</a> (Stockton, California), <a href=../../../college/schools/profile.asp?T=21879>Cal State Monterey Bay</a> (Seaside, California)",1,Pacific,Pacific,1
"<a href=../../../college/schools/profile.asp?T=22300>University of Texas of the Permian Basin</a> (Odessa, Texas), <a href=../../../college/schools/profile.asp?T=20043>Cochise College</a> (Sierra Vista, Arizona)",1,Texas,Texas,3
"<a href=../../../college/schools/profile.asp?T=20268>University of North Dakota</a> (Grand Forks, North Dakota)",1,North Dakota,North Dakota,1
"<a href=../../../college/schools/profile.asp?T=20142>McNeese State University</a> (Lake Charles, Louisiana), <a href=../../../college/schools/profile.asp?T=20695>Angelina College</a> (Lufkin, Texas)",1,McNeese State,McNeese State,1
"<a href=../../../college/schools/profile.asp?T=20117>Dallas Baptist University</a> (Dallas, Texas), <a href=../../../college/schools/profile.asp?T=20560>Howard College</a> (Big Spring, Texas)",1,Dallas Baptist,Dallas Baptist,1
"<a href=../../../college/schools/profile.asp?T=22408>Advanced Software Analysis</a> (Brooklyn,NY), <a href=../../../college/schools/profile.asp?T=21048>Missouri Baptist University</a> (St. Louis, Missouri)",1,Missouri,Missouri,3
"<a href=../../../college/schools/profile.asp?T=20122>Fordham University</a> (New York, New York)",1,Fordham,Fordham,1
"<a href=../../../college/schools/profile.asp?T=20198>Villanova University</a> (Villanova, Pennsylvania)",1,Villanova,Villanova,1
"<a href=../../../college/schools/profile.asp?T=20250>Spartanburg Methodist College</a> (Spartanburg, South Carolina), <a href=../../../college/schools/profile.asp?T=20015>University of Tennessee</a> (Knoxville, Tennessee)",1,Tennessee,Tennessee,1
"<a href=../../../college/schools/profile.asp?T=20518>Bucknell University</a> (Lewisburg, Pennsylvania)",1,Bucknell,Bucknell,1
"<a href=../../../college/schools/profile.asp?T=21096>Wagner College</a> (Staten Island, New York)",1,Wagner,Wagner,1
"<a href=../../../college/schools/profile.asp?T=20652>University of North Carolina at Wilmington</a> (Wilmington, North Carolina)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=20122>Fordham University</a> (New York, New York), <a href=../../../college/schools/profile.asp?T=20528>C.W. Post Campus/Long Island University</a> (Brookville, New York)",1,Fordham,Fordham,1
"<a href=../../../college/schools/profile.asp?T=20739>Rider University</a> (Lawrenceville, New Jersey)",1,Rider,Rider,1
"<a href=../../../college/schools/profile.asp?T=20072>Virginia Commonwealth University</a> (Richmond, Virginia)",1,Virginia,Virginia,1
"<a href=../../../college/schools/profile.asp?T=21052>Mount Saint Mary College</a> (Emmitsburg,MD)",1,Mount Saint Mary,Mount Saint Mary,1
"<a href=../../../college/schools/profile.asp?T=20325>University of San Francisco</a> (San Francisco, California)",1,San Francisco,San Francisco,1
"<a href=../../../college/schools/profile.asp?T=20577>Marist College</a> (Poughkeepsie, New York)",1,Marist,Marist,1
"<a href=../../../college/schools/profile.asp?T=20472>University of Utah</a> (Salt Lake City, Utah)",1,Utah,Utah,1
"<a href=../../../college/schools/profile.asp?T=20193>University of Texas</a> (Austin, Texas)",1,Texas,Texas,1
"<a href=../../../college/schools/profile.asp?T=20425>South Dakota State University</a> (Brookings, South Dakota), <a href=../../../college/schools/profile.asp?T=20956>Ohlone College</a> (Fremont, California)",1,South Dakota State,South Dakota State,1
"<a href=../../../college/schools/profile.asp?T=20450>University of Hawaii</a> (Honolulu, Hawaii), <a href=../../../college/schools/profile.asp?T=20197>Ventura College</a> (Ventura, California)",1,Hawaii,Hawaii,1
"<a href=../../../college/schools/profile.asp?T=20465>University of Oregon</a> (Eugene, Oregon)",1,Oregon,Oregon,1
"<a href=../../../college/schools/profile.asp?T=20454>University of Kansas</a> (Lawrence, Kansas)",1,Kansas,Kansas,1
"<a href=../../../college/schools/profile.asp?T=20740>Cal Poly</a> (San Luis Obispo, California)",1,Cal Poly,Cal Poly,1
"<a href=../../../college/schools/profile.asp?T=20665>Virginia Military Institute</a> (Lexington, Virginia)",1,Virginia,Virginia,3
"<a href=../../../college/schools/profile.asp?T=20537>Elon University</a> (Elon, North Carolina)",1,Elon,Elon,1
"<a href=../../../college/schools/profile.asp?T=21025>Gardner-Webb University</a> (Boiling Springs, North Carolina)",1,Gardner-Webb,Gardner-Webb,1
"<a href=../../../college/schools/profile.asp?T=20533>Delta State University</a> (Cleveland, Mississippi), <a href=../../../college/schools/profile.asp?T=21704>Southwest Mississippi Community College</a> (Summit, Mississippi)",1,Mississippi,Mississippi,3
